Data,Hora,Equipe,Liga,Tipo,Ano,Temporada,Simulador,Categoria,Pista,Inicio,Final,Pole,Best Lap,Hat-Trick,Chelem,Campeão,Construtores,Eventos,Transmissão,Já Foi?
11/11/20,20:00,Grip,F1BC,Road,2020,2020/3,Automobilista,Marcas,Cascavel,4,7,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=9buH5_lLExg,TRUE
18/11/20,20:00,Grip,F1BC,Road,2020,2020/3,Automobilista,Ferrari Challenge,Suzuka,6,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=jZpKoB-LQ_Y,TRUE
24/11/20,20:00,Grip,F1BC,Road,2020,2020/3,Automobilista,Stock,Suzuka,1,3,SIM,-,-,-,-,-,-,https://www.youtube.com/watch?v=5ydupZEO9G0,TRUE
25/11/20,20:00,Grip,F1BC,Road,2020,2020/3,Automobilista,Marcas,Suzuka,5,6,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=SJbwYvaZuIc,TRUE
02/12/20,20:00,Grip,F1BC,Road,2020,2020/3,Automobilista,Ferrari Challenge,Interlagos,3,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=hwFD_Wd_fCc,TRUE
08/12/20,20:00,Grip,F1BC,Road,2020,2020/3,Automobilista,Stock,Interlagos,5,9,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=7txszWb4cwk,TRUE
09/12/20,20:00,Grip,F1BC,Road,2020,2020/3,Automobilista,Marcas,Interlagos,3,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=6lRTijg-Rpo,TRUE
15/12/20,20:00,Grip,F1BC,Road,2020,2020/3,Automobilista,Stock,Spielberg,9,8,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=yXJkayFMw84,TRUE
17/12/20,21:00,Grip,RacersAv,Road,2020,2020/3,Automobilista,Marcas,Londrina,3,2,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=1pOH0V3Jkh0,TRUE
14/01/21,22:00,Grip,F1BC,Road,2021,2021/1,Automobilista 2,Sprint Race,Curvelo,5,DNS,-,-,-,-,-,-,-,https://youtu.be/j53RkiqRCPk,TRUE
15/01/21,21:00,Grip,GreenAV Club,Road,2021,2021/1,RFactor 2,GTE,Monza,13,5,-,-,-,-,-,-,-,N/A,TRUE
20/01/21,20:00,Grip,F1BC,Road,2021,2021/1,Automobilista,Marcas,Curvelo,12,9,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=xxSlit0Upr0,TRUE
22/01/21,21:00,Grip,GreenAV Club,Road,2021,2021/1,RFactor 2,GTE,Paul Ricard,9,3,-,-,-,-,-,-,-,N/A,TRUE
28/01/21,22:00,Grip,F1BC,Road,2021,2021/1,Automobilista 2,Sprint Race,Jerez,5,DNS,-,-,-,-,-,-,-,https://youtu.be/DlHL6Nei_Zo,TRUE
05/02/21,21:00,Grip,GreenAV Club,Road,2021,2021/1,RFactor 2,GTE,Indianapolis,11,7,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=yUviw0EzGp0,TRUE
11/02/21,22:00,Grip,F1BC,Road,2021,2021/1,Automobilista 2,Sprint Race,Santa Cruz do Sul,7,3,-,-,-,-,-,-,-,https://youtu.be/r6PsmL2538I,TRUE
18/02/21,22:00,Grip,F1BC,Road,2021,2021/1,Automobilista 2,Virtual Mini,Santa Cruz do Sul,2,5,-,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=qK95Md2FO0c,TRUE
25/02/21,22:00,Grip,F1BC,Road,2021,2021/1,Automobilista 2,Sprint Race,Adelaide,9,4,-,-,-,-,-,-,-,https://youtu.be/WtQI62qRUKY,TRUE
04/03/21,22:00,Grip,F1BC,Road,2021,2021/1,Automobilista 2,Virtual Mini,Adelaide,5,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=Vl8cwFrV_ho,TRUE
05/03/21,21:00,Grip,GreenAV Club,Road,2021,2021/1,RFactor 2,GTE,Sebring,12,11,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=8-kDYPfSk0s,TRUE
11/03/21,22:00,Grip,F1BC,Road,2021,2021/1,Automobilista 2,Sprint Race,Curitiba,8,6,-,-,-,-,-,-,-,https://youtu.be/Z3yY3f-FuTk,TRUE
18/03/21,22:00,Grip,F1BC,Road,2021,2021/1,Automobilista 2,Virtual Mini,Curitiba,5,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=y-70QaN4ToU,TRUE
19/03/21,21:00,Grip,GreenAV Club,Road,2021,2021/1,RFactor 2,GTE,Nurburgring,12,8,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=isuljBMdde0,TRUE
21/03/21,19:00,Grip,Warmup,Road,2021,2021/1,Automobilista,Stock Light,Cascavel,4,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=QRqvRaiIm_o,TRUE
21/03/21,19:00,Grip,Warmup,Road,2021,2021/1,Automobilista,Stock Light,Cascavel,26,13,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=QRqvRaiIm_o,TRUE
25/03/21,22:00,Grip,F1BC,Road,2021,2021/1,Automobilista 2,Sprint Race,Hockenhein,4,2,-,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=_croqiydeuA,TRUE
28/03/21,19:00,Grip,Warmup,Road,2021,2021/1,Automobilista,Stock Light,Curitiba,4,2,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=a1DjoFhfe5I,TRUE
28/03/21,19:00,Grip,Warmup,Road,2021,2021/1,Automobilista,Stock Light,Curitiba,28,17,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=a1DjoFhfe5I,TRUE
01/04/21,22:00,Grip,F1BC,Road,2021,2021/1,Automobilista 2,Virtual Mini,Hockenhein,2,1,-,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=KHiOFm5zjbY,TRUE
03/04/21,19:00,Grip,Warmup,Road,2021,2021/1,Automobilista,Stock Light,Daytona Oval,5,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=4tK8QU4DyAA,TRUE
08/04/21,22:00,Grip,F1BC,Road,2021,2021/1,Automobilista 2,Sprint Race,Jacarepagua,4,3,-,-,-,-,-,SIM,-,https://www.youtube.com/watch?v=fXQL5PWt3zw,TRUE
11/04/21,19:00,Grip,Warmup,Road,2021,2021/1,Automobilista,Stock Light,Austria 1977,10,16,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=R_W-aVbG60o,TRUE
11/04/21,19:00,Grip,Warmup,Road,2021,2021/1,Automobilista,Stock Light,Austria 1977,11,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=R_W-aVbG60o,TRUE
15/04/21,20:00,Grip,F1BC,Road,2021,2021/1,Automobilista 2,Virtual Mini,Jacarepagua,1,1,SIM,-,-,-,-,-,-,https://www.youtube.com/watch?v=-ZLUT0t-D1I,TRUE
18/04/21,19:00,Grip,Warmup,Road,2021,2021/1,Automobilista,Stock Light,Interlagos Oval,4,9,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=M4VoZz2ErhE,TRUE
23/04/21,21:00,Grip,GreenAV Club,Road,2021,2021/1,RFactor 2,GTE,Spa-Francorchamps,10,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=oqlbo3D_mYg,TRUE
25/04/21,19:00,Grip,Warmup,Road,2021,2021/1,Automobilista,Stock Light,Goiania,7,7,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=F3M8D6bvfQ8,TRUE
25/04/21,19:00,Grip,Warmup,Road,2021,2021/1,Automobilista,Stock Light,Goiania,17,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=F3M8D6bvfQ8,TRUE
02/05/21,19:00,Grip,Warmup,Road,2021,2021/1,Automobilista,Stock Light,Taruma,2,1,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=m3W-OdYK6Pw,TRUE
02/05/21,19:00,Grip,Warmup,Road,2021,2021/1,Automobilista,Stock Light,Taruma,22,7,-,-,-,-,SIM,-,-,https://www.youtube.com/watch?v=m3W-OdYK6Pw,TRUE
18/05/21,20:00,Grip,F1BC,Road,2021,2021/2,Automobilista,Copa Stock,Velo Citta,9,7,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=L1AQNVD18EA,TRUE
20/05/21,22:00,Grip,F1BC,Road,2021,2021/2,Automobilista 2,Virtual Mini,Velo Citta,2,2,-,SIM,-,-,-,-,-,https://youtu.be/sIYEzRCt93U,TRUE
29/05/21,16:00,Grip,GreenAV Club,Road,2021,2021/2,RFactor 2,GTE,Le Mans,9,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=ObvdX4xLHn4,TRUE
03/06/21,22:00,Grip,F1BC,Road,2021,2021/2,Automobilista 2,Virtual Mini,Donington Park,1,3,SIM,-,-,-,-,-,-,https://youtu.be/qM2RmgKkB1E,TRUE
17/06/21,22:00,Grip,F1BC,Road,2021,2021/2,Automobilista 2,Virtual Mini,Campo Grande,2,3,-,-,-,-,-,-,-,https://youtu.be/62ySqoz6C5Q,TRUE
01/07/21,22:00,Grip,F1BC,Road,2021,2021/2,Automobilista 2,Virtual Mini,Montreal,1,2,SIM,-,-,-,-,-,-,https://youtu.be/-mSO4ytlnKc,TRUE
02/07/21,21:00,Grip,GreenAV Club,Road,2021,2021/2,RFactor 2,GTE,Imola,6,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=aa8t01EyZTc,TRUE
15/07/21,22:00,Grip,F1BC,Road,2021,2021/2,Automobilista 2,Virtual Mini,Londrina,1,3,SIM,-,-,-,-,-,-,https://youtu.be/YUKrZp6gOhg,TRUE
27/07/21,20:00,Grip,F1BC,Road,2021,2021/2,Automobilista,Copa Stock,Suzuka,8,9,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=WPsuusvJ8sI,TRUE
29/07/21,22:00,Grip,F1BC,Road,2021,2021/2,Automobilista 2,Virtual Mini,Suzuka,5,2,-,SIM,-,-,-,-,-,https://youtu.be/4DXBBPrFGqM,TRUE
10/08/21,20:00,Grip,F1BC,Road,2021,2021/2,Automobilista,Copa Stock,Cascavel,6,7,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=DIxoJ5rGDSc,TRUE
12/08/21,22:00,Grip,F1BC,Road,2021,2021/2,Automobilista 2,Virtual Mini,Cascavel,1,4,SIM,-,-,-,-,-,-,https://youtu.be/mUqWfZ1m30Y,TRUE
10/09/21,21:00,Grip,GreenAV Club,Road,2021,2021/3,RFactor 2,GTE,Bahrein,5,2,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=JTpz-INCXdQ,TRUE
20/09/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Endurance,Daytona,2,1,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=h3IO4AJeMRI,TRUE
29/09/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Watkins Glen,6,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=4vLIoRawCLo,TRUE
01/10/21,20:00,Grip,F1BC,Road,2021,2021/3,Automobilista 2,Mini Challenge,Nurburgring,18,14,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=QL2xAlNGIWU,TRUE
06/10/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Laguna Seca,1,16,SIM,-,-,-,-,-,-,https://www.youtube.com/watch?v=h5Qu4Cmwdws,TRUE
06/10/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Laguna Seca,16,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=h5Qu4Cmwdws,TRUE
13/10/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Road America,17,5,-,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=Q0FAo_yu_yc,TRUE
13/10/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Road America,6,1,-,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=Q0FAo_yu_yc,TRUE
18/10/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Endurance,Sebring,2,2,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=P1QFIlkp5kY,TRUE
20/10/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Limerock,6,8,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=x-XkPXStSIE,TRUE
20/10/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Limerock,3,6,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=x-XkPXStSIE,TRUE
27/10/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Mid-Ohio,1,2,SIM,-,-,-,-,-,-,https://www.youtube.com/watch?v=GcQHhCQCSIA,TRUE
27/10/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Mid-Ohio,9,6,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=GcQHhCQCSIA,TRUE
01/11/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Endurance,Le Mans,5,DNF,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=zplpHB5jlyU,TRUE
03/11/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Willow Springs,3,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=OEj7WslBomA,TRUE
03/11/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Willow Springs,8,4,-,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=OEj7WslBomA,TRUE
15/11/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Endurance,Spa-Francorchamps,1,4,SIM,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=zplpHB5jlyU,TRUE
17/11/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Hermanos Rodriguez,3,1,-,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=_OMrwsaSlBo,TRUE
17/11/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Hermanos Rodriguez,10,3,-,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=_OMrwsaSlBo,TRUE
24/11/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Road Atlanta,3,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=G4sQ3okrLVs,TRUE
24/11/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Road Atlanta,8,6,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=G4sQ3okrLVs,TRUE
26/11/21,21:00,Grip,GreenAV Club,Road,2021,2021/3,RFactor 2,GTE,Silverstone,10,6,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=0AtrOxPklOs,TRUE
01/12/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Portland,3,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=d3fyuhZwIFc,TRUE
01/12/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Portland,6,7,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=d3fyuhZwIFc,TRUE
08/12/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Indianapolis RC,2,2,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=6l9m5FZj54M,TRUE
08/12/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Funcup,Indianapolis RC,9,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=6l9m5FZj54M,TRUE
13/12/21,21:40,Grip,Campeonatos Classicos,Road,2021,2021/3,RFactor 2,Endurance,Monza,1,1,SIM,SIM,SIM,-,-,-,-,https://www.youtube.com/watch?v=EqDj33iD674,TRUE
20/01/22,20:00,Grip,F1BC,Road,2022,2022/1,Automobilista,Lancer,Velo Citta,1,12,SIM,-,-,-,-,-,-,https://www.youtube.com/watch?v=My_Yublhe7E,TRUE
03/02/22,20:00,Grip,F1BC,Road,2022,2022/1,Automobilista,Lancer,Curitiba,1,1,SIM,SIM,SIM,SIM,-,-,-,https://www.youtube.com/watch?v=hw-eN5SKVHo,TRUE
07/02/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,Alpine GT4,Paul Ricard,8,7,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=pz8-lmjA-pA,TRUE
10/02/22,20:00,Grip,F1BC,Road,2022,2022/1,Automobilista,Lancer,Watkins Glen,3,3,-,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=rk1ybFVfADc,TRUE
14/02/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,DTM,Hockenhein,6,DNF,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=w_lP0W5gYY0,TRUE
17/02/22,20:00,Grip,F1BC,Road,2022,2022/1,Automobilista,Lancer,Campo Grande,1,2,SIM,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=22g1TxNiRYs,TRUE
21/02/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,Alpine GT4,Dijon,9,10,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=-MTEiDa4_Dg,TRUE
24/02/22,20:00,Grip,F1BC,Road,2022,2022/1,Automobilista,Lancer,Zandvoort,3,7,-,-,-,-,-,SIM,-,https://www.youtube.com/watch?v=t9Zwf8TROfE,TRUE
28/02/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,DTM,Lausitzring,7,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=0tBSrTJaZbU,TRUE
07/03/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,Alpine GT4,Bugatti,11,9,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=9bsA0Wvq6u8,TRUE
14/03/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,DTM,Hungaroring,6,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=r2k-isJM3Ng,TRUE
21/03/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,Alpine GT4,Monza,8,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=XiNFHg54bTc,TRUE
28/03/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,DTM,Norisring,1,1,SIM,-,-,-,-,-,-,https://www.youtube.com/watch?v=lewRvTxTGFs,TRUE
31/03/22,20:00,Grip,F1BC,Road,2022,2022/2,Automobilista,Superclio,Nurburgring,14,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=zFIGzJH_1hY,TRUE
04/04/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,Alpine GT4,Mugello,7,6,-,-,-,-,-,-,-,https://youtu.be/w_49LgCUtdU,TRUE
11/04/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,DTM,Zandvoort,3,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=krvZUP5A500,TRUE
14/04/22,20:00,Grip,F1BC,Road,2022,2022/2,Automobilista,Superclio,Santa Cruz do Sul,18,10,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=Zk47ZlcB2qg,TRUE
18/04/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,Alpine GT4,Zolder,7,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=wRvKBq7muDM,TRUE
25/04/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,DTM,Brands Hatch,6,13,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=uRylbmQFozg,TRUE
28/04/22,20:00,Grip,F1BC,Road,2022,2022/2,Automobilista,Superclio,Spa-Francorchamps,8,2,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=Y581uUT56eQ,TRUE
02/05/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,Alpine GT4,Magny Cours,8,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=unPFVN_GWMw,TRUE
04/05/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/2,RFactor 2,ETRC 2012,Istambul,1,2,SIM,-,-,-,-,-,-,https://www.youtube.com/watch?v=xuBdNhxArHc,TRUE
04/05/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/2,RFactor 2,ETRC 2012,Istambul,8,2,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=xuBdNhxArHc,TRUE
09/05/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,DTM,Spielberg,3,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=MFZbty5e9AM,TRUE
12/05/22,20:00,Grip,F1BC,Road,2022,2022/2,Automobilista,Superclio,Guapore,15,8,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=kG9-aPm6PqM,TRUE
16/05/22,21:45,Grip,Campeonatos Classicos,Road,2022,2022/1,RFactor 2,Alpine GT4,Nurburgring,3,2,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=4r_cpSAIxqs,TRUE
26/05/22,20:00,Grip,F1BC,Road,2022,2022/2,Automobilista,Superclio,Jerez,7,7,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=e48el36eyDI,TRUE
09/06/22,20:00,Grip,F1BC,Road,2022,2022/2,Automobilista,Superclio,Jacarepagua,11,5,-,-,-,-,-,SIM,-,https://www.youtube.com/watch?v=Q6gDXhmXbgE,TRUE
23/06/22,22:00,Grip,F1BC,Road,2022,2022/3,Automobilista,Superclio,Barcelona,10,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=f28NK1eQcyA,TRUE
28/06/22,20:00,Grip,F1BC,Road,2022,2022/3,ACC,GT3,Imola,32,29,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=bu2D2KIpjGs,TRUE
07/07/22,20:00,Grip,F1BC,Road,2022,2022/3,Automobilista,Superclio,Cascavel,11,5,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=dBF9fTDSlLk,TRUE
12/07/22,20:00,Grip,F1BC,Road,2022,2022/3,ACC,GT3,Zandvoort,19,14,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=jkQVSRfkRo8,TRUE
21/07/22,20:00,Grip,F1BC,Road,2022,2022/3,Automobilista,Superclio,Suzuka,6,7,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=lF5YLnUQ_UQ,TRUE
26/07/22,20:00,Grip,F1BC,Road,2022,2022/3,ACC,GT3,Laguna Seca,29,21,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=cqKatWM4A4E,TRUE
04/08/22,20:00,Grip,F1BC,Road,2022,2022/3,Automobilista,Superclio,Goiania,11,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=euEsRITZaYs,TRUE
18/08/22,20:00,Grip,F1BC,Road,2022,2022/3,Automobilista,Superclio,Laguna Seca,6,6,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=bjn0lbYiEAY,TRUE
23/08/22,20:00,Grip,F1BC,Road,2022,2022/3,ACC,GT3,Donington Park,22,19,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=LtfjOmeFcp0,TRUE
01/09/22,20:00,Grip,F1BC,Road,2022,2022/3,Automobilista,Superclio,Brasilia,5,2,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=JPbZxh9mTBY,TRUE
06/09/22,20:00,Grip,F1BC,Road,2022,2022/3,ACC,GT3,Silverstone,22,21,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=k-Ctz5WvN4I,TRUE
19/09/22,21:00,Grip,Grid Seven AV,Road,2022,2022/4,Automobilista,Marcas,Cascavel,3,4,-,-,-,-,-,-,-,https://youtu.be/h3mmzquV3jE,TRUE
19/09/22,21:00,Grip,Grid Seven AV,Road,2022,2022/4,Automobilista,Marcas,Cascavel,5,DNF,-,-,-,-,-,-,-,https://youtu.be/h3mmzquV3jE,TRUE
29/09/22,20:00,Grip,F1BC,Road,2022,2022/4,Automobilista,Superclio,Buenos Aires,6,1,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=Ye4K1h1egHU,TRUE
03/10/22,21:00,Grip,Grid Seven AV,Road,2022,2022/4,Automobilista,Marcas,Santa Cruz do Sul,14,4,-,-,-,-,-,-,-,https://youtu.be/aLB49j5CgXg,TRUE
03/10/22,21:00,Grip,Grid Seven AV,Road,2022,2022/4,Automobilista,Marcas,Santa Cruz do Sul,5,2,-,-,-,-,-,-,-,https://youtu.be/aLB49j5CgXg,TRUE
13/10/22,20:00,Grip,F1BC,Road,2022,2022/4,Automobilista,Superclio,Londrina,10,7,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=5B4CBqy10ro,TRUE
27/10/22,20:00,Grip,F1BC,Road,2022,2022/4,Automobilista,Superclio,Okayama,7,2,-,-,-,-,-,-,-,https://youtu.be/sha_ak4xPoI,TRUE
31/10/22,21:00,Grip,Grid Seven AV,Road,2022,2022/4,Automobilista,Marcas,Goiania,2,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=wCqk4wnK-kQ,TRUE
31/10/22,21:00,Grip,Grid Seven AV,Road,2022,2022/4,Automobilista,Marcas,Goiania,6,1,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=wCqk4wnK-kQ,TRUE
01/11/22,20:00,Grip,F1BC,Road,2022,2022/4,Assetto Corsa,Mini,Miami,7,8,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=LN-8wkbWM-I,TRUE
10/11/22,20:00,Grip,F1BC,Road,2022,2022/4,Automobilista,Superclio,Taruma,7,3,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=tDYlZOaRO9U,TRUE
14/11/22,21:00,Grip,Grid Seven AV,Road,2022,2022/4,Automobilista,Marcas,Brasilia,2,DNF,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=eaOCS_5jjEc,TRUE
14/11/22,21:00,Grip,Grid Seven AV,Road,2022,2022/4,Automobilista,Marcas,Brasilia,7,4,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=eaOCS_5jjEc,TRUE
15/11/22,20:00,Grip,F1BC,Road,2022,2022/4,Assetto Corsa,Mini,Monaco,10,9,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=EJpUPwEF3fw,TRUE
24/11/22,20:00,Grip,F1BC,Road,2022,2022/4,Automobilista,Superclio,Spielberg,6,3,-,-,-,-,-,SIM,-,https://www.youtube.com/watch?v=INoC8aHbqvY,TRUE
28/11/22,21:00,Grip,Grid Seven AV,Road,2022,2022/4,Automobilista,Marcas,Interlagos,3,3,-,-,-,-,-,-,-,N/A,TRUE
28/11/22,21:00,Grip,Grid Seven AV,Road,2022,2022/4,Automobilista,Marcas,Interlagos,6,2,-,-,-,-,-,-,-,N/A,TRUE
08/12/22,20:00,Grip,F1BC,Road,2022,2022/4,Automobilista,Superclio,Interlagos,3,1,-,-,-,-,SIM,-,-,https://www.youtube.com/watch?v=1sT67jcbs6Y,TRUE
13/12/22,20:00,Grip,F1BC,Road,2022,2022/4,Assetto Corsa,Mini,Adelaide,11,10,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=AjiOskkgsBs,TRUE
20/12/22,20:00,Grip,F1BC,Road,2022,2022/4,Assetto Corsa,Mini,Silverstone,10,16,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=PilNs80BWGk,TRUE
30/01/23,20:30,Grip,RacersAv,Road,2023,2023/1,Automobilista 2,Mini,Imola,1,2,SIM,SIM,-,-,-,-,-,https://www.youtube.com/watch?v=nh51poVp_ao,TRUE
